carrera,conductor,inicio_carrera,fin_carrera,precio_total
4097,Sergio,2024-03-16 13:49:28,2024-03-16 14:01:58,15.0
4098,Angel,2024-02-01 12:33:11,2024-02-01 12:55:17,26.52
4099,Jorge,2024-02-11 23:07:56,2024-02-11 23:17:25,11.38
4100,Jorge,2024-05-28 03:44:44,2024-05-28 03:53:13,10.18
4101,Angel,2024-02-18 23:02:31,2024-02-18 23:23:37,25.32
4102,Carolina,2024-05-04 06:09:33,2024-05-04 06:24:38,18.1
4103,Carolina,2024-06-20 09:22:35,2024-06-20 09:59:07,43.84
4104,Jorge,2024-06-23 00:11:58,2024-06-23 00:51:47,47.78
4105,Jorge,2024-03-15 20:48:52,2024-03-15 21:08:08,23.12
4106,Sergio,2024-04-13 07:04:02,2024-04-13 07:23:29,23.34
4107,Nathaly,2024-05-16 18:11:25,2024-05-16 18:48:25,44.4
4108,Carolina,2024-04-07 17:45:04,2024-04-07 18:13:58,34.68
4109,Nathaly,2024-06-22 17:14:35,2024-06-22 17:42:52,33.94
4110,Carolina,2024-03-05 11:14:15,2024-03-05 11:25:40,13.7
4111,Angel,2024-05-10 19:32:32,2024-05-10 20:09:35,44.46
4112,Jorge,2024-04-09 18:38:28,2024-04-09 19:09:45,37.54
4113,Angel,2024-03-18 21:14:49,2024-03-18 21:48:29,40.4
4114,Sergio,2024-06-16 02:47:31,2024-06-16 03:10:02,27.02
4115,Nathaly,2024-04-13 06:19:08,2024-04-13 06:31:51,15.26
4116,Jorge,2024-05-17 23:36:42,2024-05-18 00:04:28,33.32
4117,Angel,2024-06-09 00:25:41,2024-06-09 00:49:24,28.46
4118,Carolina,2024-01-15 19:35:49,2024-01-15 19:53:17,20.96
4119,Angel,2024-05-30 10:06:15,2024-05-30 10:38:53,39.16
4120,Carolina,2024-04-18 15:42:43,2024-04-18 16:16:36,40.66
4121,Sergio,2024-02-14 04:11:16,2024-02-14 04:35:29,29.06
4122,Angel,2024-04-24 07:21:25,2024-04-24 07:50:47,35.24
4123,Angel,2024-01-27 11:42:40,2024-01-27 12:21:05,46.1
4124,Jorge,2024-06-10 11:07:44,2024-06-10 11:22:13,17.38
4125,Sergio,2024-06-13 06:04:26,2024-06-13 06:28:15,28.58
4126,Jorge,2024-04-10 07:05:18,2024-04-10 07:39:10,40.64
4127,Sergio,2024-04-04 03:07:25,2024-04-04 03:44:47,44.84
4128,Jorge,2024-06-07 19:37:11,2024-06-07 19:55:55,22.48
4129,Sergio,2024-05-07 23:51:39,2024-05-08 00:03:52,14.66
4130,Sergio,2024-01-23 22:11:00,2024-01-23 22:32:33,25.86
4131,Angel,2024-06-15 22:56:08,2024-06-15 23:24:20,33.84
4132,Carolina,2024-04-04 21:07:16,2024-04-04 21:44:07,44.22
4133,Jorge,2024-06-26 10:32:36,2024-06-26 11:07:40,42.08
4134,Carolina,2024-02-12 16:56:58,2024-02-12 17:08:19,13.62
4135,Carolina,2024-04-14 19:22:55,2024-04-14 19:50:25,33.0
4136,Angel,2024-03-23 17:14:32,2024-03-23 17:22:44,9.84
4137,Nathaly,2024-02-20 13:30:25,2024-02-20 13:49:09,22.48
4138,Jorge,2024-01-23 05:13:45,2024-01-23 05:50:57,44.64
4139,Angel,2024-02-05 01:09:32,2024-02-05 01:30:30,25.16
4140,Angel,2024-01-12 17:10:41,2024-01-12 17:19:12,10.22
4141,Angel,2024-02-25 09:00:00,2024-02-25 09:29:56,35.92
4142,Angel,2024-01-09 02:53:54,2024-01-09 03:17:37,28.46
4143,Jorge,2024-02-24 15:58:16,2024-02-24 16:16:56,22.4
4144,Carolina,2024-02-08 14:57:33,2024-02-08 15:17:37,24.08
4145,Carolina,2024-03-14 00:02:18,2024-03-14 00:32:27,36.18
4146,Nathaly,2024-04-11 08:39:35,2024-04-11 09:06:54,32.78
4147,Carolina,2024-02-09 18:57:51,2024-02-09 19:18:30,24.78
4148,Carolina,2024-04-10 14:53:45,2024-04-10 15:20:22,31.94
4149,Carolina,2024-04-16 06:36:09,2024-04-16 06:46:00,11.82
4150,Angel,2024-04-06 11:59:17,2024-04-06 12:14:47,18.6
4151,Carolina,2024-01-30 05:06:39,2024-01-30 05:46:35,47.92
4152,Angel,2024-03-14 16:38:29,2024-03-14 17:11:19,39.4
4153,Sergio,2024-06-05 01:29:59,2024-06-05 01:53:13,27.88
4154,Nathaly,2024-03-03 01:28:46,2024-03-03 01:36:24,9.16
4155,Angel,2024-04-06 09:47:55,2024-04-06 10:12:22,29.34
4156,Angel,2024-01-26 04:51:43,2024-01-26 05:25:59,41.12
4157,Sergio,2024-03-10 00:34:52,2024-03-10 00:46:49,14.34
4158,Angel,2024-04-15 22:22:34,2024-04-15 23:01:31,46.74
4159,Nathaly,2024-06-20 17:11:23,2024-06-20 17:30:08,22.5
4160,Jorge,2024-02-19 21:54:30,2024-02-19 22:21:35,32.5
4161,Jorge,2024-05-30 13:46:16,2024-05-30 13:54:29,9.86
4162,Nathaly,2024-04-07 17:00:37,2024-04-07 17:36:10,42.66
4163,Jorge,2024-03-24 18:37:13,2024-03-24 19:00:57,28.48
4164,Carolina,2024-02-13 19:06:48,2024-02-13 19:15:35,10.54
4165,Angel,2024-06-23 17:46:55,2024-06-23 18:05:51,22.72
4166,Jorge,2024-01-10 18:56:13,2024-01-10 19:22:58,32.1
4167,Jorge,2024-04-20 08:45:06,2024-04-20 08:53:49,10.46
4168,Nathaly,2024-02-19 11:06:34,2024-02-19 11:45:56,47.24
4169,Angel,2024-06-03 08:02:25,2024-06-03 08:20:32,21.74
4170,Jorge,2024-05-03 11:07:39,2024-05-03 11:25:02,20.86
4171,Sergio,2024-05-24 18:18:29,2024-05-24 18:52:21,40.64
4172,Jorge,2024-02-04 19:37:02,2024-02-04 20:09:19,38.74
4173,Jorge,2024-04-24 05:21:09,2024-04-24 05:38:32,20.86
4174,Angel,2024-02-01 21:25:25,2024-02-01 22:00:35,42.2
4175,Jorge,2024-04-05 03:56:48,2024-04-05 04:24:24,33.12
4176,Angel,2024-03-10 04:09:42,2024-03-10 04:46:31,44.18
4177,Angel,2024-02-18 09:42:48,2024-02-18 09:49:47,8.38
4178,Sergio,2024-04-30 06:36:46,2024-04-30 07:08:21,37.9
4179,Carolina,2024-06-20 21:43:19,2024-06-20 22:04:41,25.64
4180,Carolina,2024-01-18 11:03:58,2024-01-18 11:39:32,42.68
4181,Jorge,2024-06-07 16:11:07,2024-06-07 16:16:59,7.04
4182,Jorge,2024-06-19 18:42:31,2024-06-19 19:06:31,28.8
4183,Nathaly,2024-03-18 19:10:59,2024-03-18 19:29:09,21.8
4184,Jorge,2024-03-01 17:56:46,2024-03-01 18:23:35,32.18
4185,Angel,2024-03-16 17:57:53,2024-03-16 18:09:00,13.34
4186,Sergio,2024-04-01 04:23:23,2024-04-01 04:35:43,14.8
4187,Nathaly,2024-03-21 19:59:09,2024-03-21 20:08:54,11.7
4188,Jorge,2024-03-11 13:35:40,2024-03-11 13:43:21,9.22
4189,Sergio,2024-04-12 22:39:56,2024-04-12 23:03:31,28.3
4190,Angel,2024-03-16 16:47:26,2024-03-16 17:26:12,46.52
4191,Angel,2024-02-17 13:18:41,2024-02-17 13:31:07,14.92
4192,Jorge,2024-01-22 18:07:16,2024-01-22 18:16:26,11.0
4193,Sergio,2024-01-30 06:18:17,2024-01-30 06:50:47,39.0
4194,Jorge,2024-03-26 04:22:12,2024-03-26 04:35:45,16.26
4195,Sergio,2024-02-09 15:53:52,2024-02-09 15:59:37,6.9
4196,Jorge,2024-01-27 15:07:34,2024-01-27 15:12:34,6.0
4197,Jorge,2024-05-17 22:14:14,2024-05-17 22:38:57,29.66
4198,Angel,2024-03-24 19:49:43,2024-03-24 20:22:58,39.9
4199,Jorge,2024-01-15 23:37:35,2024-01-16 00:08:44,37.38
4200,Sergio,2024-04-26 10:45:44,2024-04-26 11:12:50,32.52
4201,Jorge,2024-02-21 04:58:51,2024-02-21 05:27:31,34.4
4202,Angel,2024-05-12 10:00:27,2024-05-12 10:38:55,46.16
4203,Angel,2024-03-13 03:12:51,2024-03-13 03:21:05,9.88
4204,Nathaly,2024-03-31 16:56:00,2024-03-31 17:03:23,8.86
4205,Angel,2024-05-01 02:25:19,2024-05-01 02:40:36,18.34
4206,Sergio,2024-06-02 21:35:26,2024-06-02 22:03:31,33.7
4207,Jorge,2024-03-05 11:04:59,2024-03-05 11:38:12,39.86
4208,Angel,2024-01-09 23:25:31,2024-01-09 23:44:01,22.2
4209,Carolina,2024-01-26 16:55:11,2024-01-26 17:22:26,32.7
4210,Angel,2024-03-15 18:29:39,2024-03-15 18:47:07,20.96
4211,Carolina,2024-05-05 10:39:05,2024-05-05 11:07:39,34.28
4212,Jorge,2024-06-10 04:52:50,2024-06-10 05:27:31,41.62
4213,Nathaly,2024-01-25 01:34:05,2024-01-25 02:01:50,33.3
4214,Sergio,2024-01-30 06:17:12,2024-01-30 06:48:28,37.52
4215,Angel,2024-05-04 15:22:07,2024-05-04 15:33:19,13.44
4216,Jorge,2024-05-17 19:31:58,2024-05-17 19:47:00,18.04
4217,Nathaly,2024-04-19 17:33:53,2024-04-19 18:06:52,39.58
4218,Carolina,2024-04-08 13:57:03,2024-04-08 14:05:53,10.6
4219,Nathaly,2024-05-04 12:17:10,2024-05-04 12:37:04,23.88
4220,Jorge,2024-06-24 11:57:57,2024-06-24 12:28:25,36.56
4221,Angel,2024-05-24 02:06:41,2024-05-24 02:39:55,39.88
4222,Angel,2024-03-17 17:05:01,2024-03-17 17:17:48,15.34
4223,Carolina,2024-06-14 12:58:32,2024-06-14 13:18:10,23.56
4224,Nathaly,2024-03-05 17:12:38,2024-03-05 17:23:00,12.44
4225,Angel,2024-05-30 00:45:29,2024-05-30 01:07:38,26.58
4226,Jorge,2024-01-11 12:28:31,2024-01-11 12:43:51,18.4
4227,Carolina,2024-04-16 05:53:42,2024-04-16 06:16:35,27.46
4228,Angel,2024-01-15 20:07:57,2024-01-15 20:32:04,28.94
4229,Jorge,2024-01-23 15:06:49,2024-01-23 15:34:19,33.0
4230,Nathaly,2024-02-18 15:37:37,2024-02-18 15:43:48,7.42
4231,Jorge,2024-03-11 18:34:06,2024-03-11 18:47:13,15.74
4232,Jorge,2024-03-24 17:12:44,2024-03-24 17:40:52,33.76
4233,Jorge,2024-06-20 10:57:36,2024-06-20 11:20:02,26.92
4234,Carolina,2024-02-08 14:48:35,2024-02-08 15:25:30,44.3
4235,Carolina,2024-04-28 21:54:02,2024-04-28 22:00:43,8.02
4236,Jorge,2024-05-21 21:22:24,2024-05-21 21:37:21,17.94
4237,Angel,2024-03-01 23:13:58,2024-03-01 23:43:46,35.76
4238,Angel,2024-04-11 21:05:03,2024-04-11 21:12:02,8.38
4239,Angel,2024-02-09 06:42:38,2024-02-09 07:08:06,30.56
4240,Carolina,2024-04-01 03:15:55,2024-04-01 03:49:12,39.94
4241,Jorge,2024-05-12 23:18:21,2024-05-12 23:56:29,45.76
4242,Sergio,2024-01-20 11:15:02,2024-01-20 11:23:27,10.1
4243,Nathaly,2024-01-15 05:26:12,2024-01-15 05:59:39,40.14
4244,Carolina,2024-04-14 23:55:28,2024-04-15 00:12:39,20.62
4245,Sergio,2024-03-08 04:33:39,2024-03-08 04:42:06,10.14
4246,Sergio,2024-05-25 11:26:07,2024-05-25 11:44:07,21.6
4247,Carolina,2024-04-30 18:48:38,2024-04-30 19:26:40,45.64
4248,Carolina,2024-01-28 02:23:53,2024-01-28 02:30:02,7.38
4249,Carolina,2024-04-07 10:23:16,2024-04-07 10:52:55,35.58
4250,Angel,2024-02-17 14:45:26,2024-02-17 15:00:11,17.7
4251,Nathaly,2024-02-02 09:24:29,2024-02-02 09:51:08,31.98
4252,Sergio,2024-01-31 06:02:22,2024-01-31 06:36:39,41.14
4253,Sergio,2024-06-12 04:53:12,2024-06-12 05:13:22,24.2
4254,Sergio,2024-06-22 11:52:13,2024-06-22 12:19:15,32.44
4255,Angel,2024-01-12 01:17:26,2024-01-12 01:34:27,20.42
4256,Angel,2024-03-27 08:14:47,2024-03-27 08:33:52,22.9
4257,Carolina,2024-03-28 14:49:03,2024-03-28 15:12:26,28.06
4258,Angel,2024-06-09 15:19:13,2024-06-09 15:49:30,36.34
4259,Angel,2024-06-01 10:47:54,2024-06-01 11:25:53,45.58
4260,Angel,2024-06-06 09:04:41,2024-06-06 09:22:54,21.86
4261,Sergio,2024-06-04 16:53:19,2024-06-04 17:32:06,46.54
4262,Jorge,2024-02-05 08:46:06,2024-02-05 09:01:12,18.12
4263,Carolina,2024-02-29 19:57:21,2024-02-29 20:30:58,40.34
4264,Jorge,2024-01-29 07:02:27,2024-01-29 07:34:06,37.98
4265,Nathaly,2024-03-27 00:43:59,2024-03-27 01:20:51,44.24
4266,Carolina,2024-04-24 11:48:08,2024-04-24 12:19:28,37.6
4267,Carolina,2024-06-15 02:33:11,2024-06-15 03:08:08,41.94
4268,Jorge,2024-04-17 12:33:49,2024-04-17 12:38:52,6.06
4269,Jorge,2024-06-22 08:22:03,2024-06-22 08:38:21,19.56
4270,Carolina,2024-05-03 16:06:23,2024-05-03 16:16:38,12.3
4271,Nathaly,2024-05-05 14:06:58,2024-05-05 14:23:21,19.66
4272,Angel,2024-02-11 01:11:43,2024-02-11 01:46:12,41.38
4273,Angel,2024-04-27 08:08:12,2024-04-27 08:21:31,15.98
4274,Angel,2024-03-15 10:07:53,2024-03-15 10:29:30,25.94
4275,Angel,2024-03-12 17:38:08,2024-03-12 18:14:28,43.6
4276,Angel,2024-03-02 17:37:23,2024-03-02 18:16:52,47.38
4277,Angel,2024-04-02 22:06:08,2024-04-02 22:25:41,23.46
4278,Jorge,2024-04-26 14:27:54,2024-04-26 14:50:29,27.1
4279,Angel,2024-03-22 08:06:59,2024-03-22 08:12:21,6.44
4280,Jorge,2024-03-05 20:44:20,2024-03-05 21:24:07,47.74
4281,Angel,2024-05-05 23:44:51,2024-05-06 00:15:25,36.68
4282,Carolina,2024-02-25 14:21:39,2024-02-25 14:31:42,12.06
4283,Angel,2024-05-20 15:33:24,2024-05-20 15:54:06,24.84
4284,Sergio,2024-05-20 07:43:00,2024-05-20 08:02:39,23.58
4285,Carolina,2024-03-18 23:38:37,2024-03-18 23:46:32,9.5
4286,Angel,2024-01-13 18:02:12,2024-01-13 18:21:40,23.36
4287,Jorge,2024-06-25 23:13:15,2024-06-25 23:31:39,22.08
4288,Sergio,2024-03-23 19:03:22,2024-03-23 19:29:44,31.64
4289,Carolina,2024-03-07 19:44:17,2024-03-07 19:58:42,17.3
4290,Jorge,2024-01-13 16:20:14,2024-01-13 16:51:14,37.2
4291,Sergio,2024-04-19 08:59:57,2024-04-19 09:18:09,21.84
4292,Nathaly,2024-02-07 01:22:35,2024-02-07 01:44:37,26.44
4293,Nathaly,2024-04-11 06:01:48,2024-04-11 06:10:59,11.02
4294,Jorge,2024-03-07 23:19:48,2024-03-07 23:49:13,35.3
4295,Carolina,2024-06-03 13:05:38,2024-06-03 13:13:08,9.0
4296,Jorge,2024-04-17 11:11:10,2024-04-17 11:44:52,40.44
4297,Angel,2024-05-15 19:53:53,2024-05-15 20:11:19,20.92
4298,Carolina,2024-05-13 21:15:49,2024-05-13 21:33:56,21.74
4299,Sergio,2024-01-22 00:34:13,2024-01-22 00:43:50,11.54
4300,Jorge,2024-01-15 17:54:51,2024-01-15 18:16:20,25.78
4301,Sergio,2024-04-02 09:31:14,2024-04-02 09:40:12,10.76
4302,Jorge,2024-03-12 22:47:36,2024-03-12 22:54:45,8.58
4303,Sergio,2024-03-16 02:18:24,2024-03-16 02:33:11,17.74
4304,Nathaly,2024-06-09 05:01:45,2024-06-09 05:11:30,11.7
4305,Sergio,2024-05-28 21:11:51,2024-05-28 21:28:03,19.44
4306,Jorge,2024-06-24 13:48:08,2024-06-24 14:06:39,22.22
4307,Carolina,2024-01-30 19:35:18,2024-01-30 19:48:15,15.54
4308,Angel,2024-05-15 20:01:26,2024-05-15 20:38:03,43.94
4309,Carolina,2024-05-17 08:24:02,2024-05-17 09:00:11,43.38
4310,Carolina,2024-03-01 15:34:30,2024-03-01 16:12:37,45.74
4311,Angel,2024-02-01 00:18:29,2024-02-01 00:45:16,32.14
4312,Sergio,2024-01-28 00:27:19,2024-01-28 00:44:18,20.38
4313,Carolina,2024-03-05 04:58:20,2024-03-05 05:38:07,47.74
4314,Angel,2024-02-23 09:15:17,2024-02-23 09:25:14,11.94
4315,Carolina,2024-02-03 14:46:18,2024-02-03 15:24:50,46.24
4316,Angel,2024-03-08 18:20:22,2024-03-08 18:49:46,35.28
4317,Jorge,2024-03-28 17:31:14,2024-03-28 17:53:35,26.82
4318,Jorge,2024-02-23 15:30:06,2024-02-23 15:40:18,12.24
4319,Carolina,2024-04-07 15:53:38,2024-04-07 16:04:35,13.14
4320,Nathaly,2024-03-01 00:35:10,2024-03-01 00:47:22,14.64
4321,Angel,2024-06-23 20:05:52,2024-06-23 20:26:56,25.28
4322,Carolina,2024-05-24 04:59:05,2024-05-24 05:18:42,23.54
4323,Nathaly,2024-05-11 08:19:31,2024-05-11 08:44:36,30.1
4324,Angel,2024-02-04 00:48:35,2024-02-04 01:09:05,24.6
4325,Carolina,2024-03-17 20:04:58,2024-03-17 20:20:10,18.24
4326,Carolina,2024-03-17 17:55:01,2024-03-17 18:11:03,19.24
4327,Carolina,2024-01-19 23:00:40,2024-01-19 23:12:21,14.02
4328,Angel,2024-03-06 18:29:35,2024-03-06 18:55:38,31.26
4329,Angel,2024-06-08 02:57:00,2024-06-08 03:11:21,17.22
4330,Angel,2024-02-05 09:18:42,2024-02-05 09:24:59,7.54
4331,Angel,2024-03-17 03:23:06,2024-03-17 03:56:13,39.74
4332,Jorge,2024-03-24 14:54:07,2024-03-24 15:28:36,41.38
4333,Angel,2024-01-31 15:56:45,2024-01-31 16:04:40,9.5
4334,Nathaly,2024-05-10 23:40:47,2024-05-11 00:11:52,37.3
4335,Sergio,2024-02-18 23:09:42,2024-02-18 23:28:58,23.12
4336,Jorge,2024-06-13 04:04:35,2024-06-13 04:32:58,34.06
4337,Nathaly,2024-03-17 23:11:49,2024-03-17 23:47:18,42.58
4338,Nathaly,2024-01-26 08:12:26,2024-01-26 08:31:44,23.16
4339,Angel,2024-05-30 03:07:26,2024-05-30 03:38:10,36.88
4340,Sergio,2024-04-19 23:56:33,2024-04-20 00:13:07,19.88
4341,Jorge,2024-05-20 12:26:22,2024-05-20 12:39:43,16.02
4342,Angel,2024-06-18 04:32:09,2024-06-18 04:38:27,7.56
4343,Carolina,2024-05-05 23:30:26,2024-05-06 00:06:05,42.78
4344,Carolina,2024-01-22 06:55:45,2024-01-22 07:06:11,12.52
4345,Angel,2024-01-27 08:42:36,2024-01-27 09:12:04,35.36
4346,Angel,2024-03-06 02:05:49,2024-03-06 02:20:28,17.58
4347,Angel,2024-05-06 19:10:16,2024-05-06 19:18:46,10.2
4348,Carolina,2024-05-11 02:55:45,2024-05-11 03:14:05,22.0
4349,Angel,2024-03-31 21:36:09,2024-03-31 22:00:31,29.24
4350,Angel,2024-03-24 20:35:02,2024-03-24 20:56:39,25.94
4351,Carolina,2024-01-19 17:38:37,2024-01-19 17:57:59,23.24
4352,Jorge,2024-05-24 09:45:58,2024-05-24 09:57:54,14.32
4353,Nathaly,2024-05-05 13:03:03,2024-05-05 13:42:06,46.86
4354,Jorge,2024-06-15 04:42:48,2024-06-15 04:51:15,10.14
4355,Nathaly,2024-03-08 05:15:05,2024-03-08 05:53:59,46.68
4356,Angel,2024-06-25 16:09:35,2024-06-25 16:24:31,17.92
4357,Sergio,2024-01-31 00:25:45,2024-01-31 00:59:40,40.7
4358,Sergio,2024-04-13 16:22:01,2024-04-13 16:53:37,37.92
4359,Angel,2024-03-27 02:18:25,2024-03-27 02:29:10,12.9
4360,Carolina,2024-02-29 02:36:08,2024-02-29 03:00:38,29.4
4361,Jorge,2024-01-16 01:29:40,2024-01-16 01:51:34,26.28
4362,Angel,2024-03-25 09:54:42,2024-03-25 10:25:02,36.4
4363,Carolina,2024-03-07 07:22:51,2024-03-07 07:39:53,20.44
4364,Jorge,2024-03-21 03:03:09,2024-03-21 03:24:41,25.84
4365,Carolina,2024-01-09 13:31:22,2024-01-09 14:01:59,36.74
4366,Carolina,2024-04-08 22:33:21,2024-04-08 22:47:53,17.44
4367,Jorge,2024-04-25 15:55:58,2024-04-25 16:13:09,20.62
4368,Sergio,2024-04-03 17:05:21,2024-04-03 17:33:48,34.14
4369,Sergio,2024-02-19 16:14:01,2024-02-19 16:35:28,25.74
4370,Carolina,2024-06-14 13:50:41,2024-06-14 14:18:35,33.48
4371,Angel,2024-02-20 02:21:22,2024-02-20 03:00:51,47.38
4372,Angel,2024-04-22 12:15:59,2024-04-22 12:45:03,34.88
4373,Angel,2024-06-07 16:24:21,2024-06-07 16:43:47,23.32
4374,Angel,2024-06-16 04:29:45,2024-06-16 04:59:30,35.7
4375,Nathaly,2024-06-11 04:49:35,2024-06-11 05:00:59,13.68
4376,Jorge,2024-05-28 05:08:52,2024-05-28 05:17:16,10.08
4377,Carolina,2024-04-13 14:18:53,2024-04-13 14:51:01,38.56
4378,Angel,2024-02-15 02:30:30,2024-02-15 02:48:23,21.46
4379,Nathaly,2024-04-22 15:53:51,2024-04-22 16:21:56,33.7
4380,Jorge,2024-01-24 01:06:23,2024-01-24 01:29:20,27.54
4381,Angel,2024-04-08 13:19:52,2024-04-08 13:45:41,30.98
4382,Jorge,2024-04-23 21:48:48,2024-04-23 22:01:48,15.6
4383,Angel,2024-05-17 02:09:26,2024-05-17 02:31:39,26.66
4384,Jorge,2024-02-25 09:30:23,2024-02-25 09:53:15,27.44
4385,Angel,2024-06-22 10:29:50,2024-06-22 10:44:45,17.9
4386,Jorge,2024-06-09 03:53:20,2024-06-09 04:09:31,19.42
4387,Angel,2024-04-22 02:11:03,2024-04-22 02:33:19,26.72
4388,Angel,2024-03-03 13:49:13,2024-03-03 14:12:28,27.9
4389,Angel,2024-01-20 03:08:28,2024-01-20 03:38:01,35.46
4390,Carolina,2024-01-17 21:43:42,2024-01-17 22:04:16,24.68
4391,Nathaly,2024-04-21 02:54:07,2024-04-21 03:12:29,22.04
4392,Jorge,2024-03-02 08:30:01,2024-03-02 08:43:54,16.66
4393,Jorge,2024-06-06 11:56:05,2024-06-06 12:17:09,25.28
4394,Sergio,2024-03-08 05:16:01,2024-03-08 05:25:39,11.56
4395,Jorge,2024-01-29 20:29:32,2024-01-29 20:54:58,30.52
4396,Angel,2024-05-14 06:18:32,2024-05-14 06:26:03,9.02
4397,Jorge,2024-06-12 19:47:43,2024-06-12 20:08:41,25.16
4398,Angel,2024-02-17 22:57:28,2024-02-17 23:18:04,24.72
4399,Angel,2024-03-30 11:28:03,2024-03-30 11:38:07,12.08
4400,Carolina,2024-05-10 04:28:11,2024-05-10 04:38:58,12.94
4401,Carolina,2024-05-21 10:47:35,2024-05-21 11:22:31,41.92
4402,Angel,2024-01-09 16:45:14,2024-01-09 16:54:35,11.22
4403,Carolina,2024-04-22 15:15:21,2024-04-22 15:33:40,21.98
4404,Carolina,2024-02-26 04:54:31,2024-02-26 05:23:21,34.6
4405,Sergio,2024-06-06 06:41:31,2024-06-06 07:17:41,43.4
4406,Carolina,2024-01-10 02:43:20,2024-01-10 02:54:43,13.66
4407,Jorge,2024-02-29 04:22:38,2024-02-29 04:40:03,20.9
4408,Angel,2024-05-15 07:55:29,2024-05-15 08:27:39,38.6
4409,Jorge,2024-03-10 15:26:13,2024-03-10 15:39:57,16.48
4410,Angel,2024-01-18 18:06:31,2024-01-18 18:44:36,45.7
4411,Angel,2024-06-22 13:43:46,2024-06-22 13:53:54,12.16
4412,Sergio,2024-04-29 01:00:08,2024-04-29 01:33:31,40.06
4413,Carolina,2024-04-20 02:29:21,2024-04-20 02:57:10,33.38
4414,Carolina,2024-03-05 04:47:08,2024-03-05 05:04:27,20.78
4415,Carolina,2024-01-12 13:05:53,2024-01-12 13:17:12,13.58
4416,Angel,2024-06-04 21:17:23,2024-06-04 21:35:43,22.0
4417,Jorge,2024-06-24 15:00:12,2024-06-24 15:22:20,26.56
4418,Angel,2024-06-03 17:46:38,2024-06-03 18:10:04,28.12
4419,Sergio,2024-05-30 19:13:28,2024-05-30 19:20:52,8.88
4420,Jorge,2024-03-01 11:38:47,2024-03-01 12:17:41,46.68
4421,Angel,2024-05-17 00:28:49,2024-05-17 00:36:28,9.18
4422,Jorge,2024-01-20 17:13:24,2024-01-20 17:42:28,34.88
4423,Jorge,2024-03-11 10:32:06,2024-03-11 10:48:36,19.8
4424,Carolina,2024-06-21 18:47:14,2024-06-21 18:54:25,8.62
4425,Angel,2024-03-03 01:54:34,2024-03-03 02:26:25,38.22
4426,Jorge,2024-05-29 13:36:49,2024-05-29 13:56:07,23.16
4427,Carolina,2024-06-07 09:58:48,2024-06-07 10:35:17,43.78
4428,Nathaly,2024-03-25 06:23:52,2024-03-25 06:50:39,32.14
4429,Carolina,2024-06-02 22:26:33,2024-06-02 22:46:44,24.22
4430,Angel,2024-06-22 16:17:43,2024-06-22 16:30:08,14.9
4431,Nathaly,2024-06-13 08:34:17,2024-06-13 08:44:05,11.76
4432,Angel,2024-02-25 10:55:39,2024-02-25 11:22:24,32.1
4433,Jorge,2024-04-24 02:26:35,2024-04-24 02:39:22,15.34
4434,Sergio,2024-02-01 19:45:39,2024-02-01 20:20:20,41.62
4435,Sergio,2024-04-04 03:51:36,2024-04-04 04:07:21,18.9
4436,Sergio,2024-03-04 14:05:13,2024-03-04 14:19:29,17.12
4437,Carolina,2024-05-03 22:10:53,2024-05-03 22:27:30,19.94
4438,Jorge,2024-06-14 16:19:15,2024-06-14 16:47:51,34.32
4439,Angel,2024-01-12 10:40:59,2024-01-12 10:50:38,11.58
4440,Sergio,2024-01-17 03:55:15,2024-01-17 04:14:48,23.46
4441,Jorge,2024-04-28 17:04:35,2024-04-28 17:17:27,15.44
4442,Angel,2024-06-17 16:57:54,2024-06-17 17:35:57,45.66
4443,Jorge,2024-02-08 02:28:54,2024-02-08 02:43:48,17.88
4444,Carolina,2024-05-11 14:18:04,2024-05-11 14:36:17,21.86
4445,Sergio,2024-04-22 18:58:46,2024-04-22 19:30:04,37.56
4446,Angel,2024-03-03 20:18:18,2024-03-03 20:29:57,13.98
4447,Angel,2024-06-26 12:26:37,2024-06-26 12:45:41,22.88
4448,Sergio,2024-04-05 01:30:09,2024-04-05 01:39:05,10.72
4449,Jorge,2024-06-20 17:22:22,2024-06-20 17:58:07,42.9
4450,Sergio,2024-06-02 20:59:55,2024-06-02 21:18:42,22.54
4451,Carolina,2024-03-29 18:08:07,2024-03-29 18:17:29,11.24
4452,Angel,2024-01-27 23:29:29,2024-01-27 23:54:44,30.3
4453,Carolina,2024-03-10 12:43:09,2024-03-10 12:55:16,14.54
4454,Jorge,2024-06-21 13:28:34,2024-06-21 14:02:10,40.32
4455,Carolina,2024-02-07 02:24:12,2024-02-07 02:40:25,19.46
4456,Sergio,2024-01-21 13:15:53,2024-01-21 13:50:41,41.76
4457,Carolina,2024-06-07 18:04:53,2024-06-07 18:32:38,33.3
4458,Carolina,2024-03-29 18:55:01,2024-03-29 19:01:51,8.2
4459,Carolina,2024-02-03 18:42:09,2024-02-03 19:02:24,24.3
4460,Jorge,2024-05-31 15:27:10,2024-05-31 15:47:03,23.86
4461,Carolina,2024-05-11 12:33:12,2024-05-11 12:49:08,19.12
4462,Nathaly,2024-05-10 12:07:46,2024-05-10 12:19:31,14.1
4463,Angel,2024-02-19 14:56:06,2024-02-19 15:01:22,6.32
4464,Carolina,2024-02-24 21:16:34,2024-02-24 21:37:29,25.1
4465,Carolina,2024-02-10 18:01:26,2024-02-10 18:34:06,39.2
